26440,1923,1177,836,334,461,294,175,224,33,229,65,138,196,78,90,48,56,57,25745,1004,372,195,169,346,180,97,144,210,100,85,80,74,180,97,87,58,78,l
25287,1049,809,616,451,289,207,125,89,49,53,66,84,57,40,32,27,32,3,25211,1066,907,602,448,298,205,146,64,24,25,64,85,41,110,92,50,55,35,d
26508,2563,1511,363,694,771,437,172,95,102,65,31,89,127,112,72,30,18,20,25916,1871,734,966,1023,296,111,157,192,99,29,62,44,68,110,74,120,28,19,r
25405,352,423,182,197,115,67,63,72,24,11,42,28,42,45,40,30,36,25,25598,1171,1158,734,435,227,148,51,55,39,15,77,71,86,103,113,73,26,118,b
25454,787,333,147,187,203,181,120,68,62,75,49,40,26,45,16,23,12,16,26302,1527,715,166,36,428,176,203,135,73,157,85,135,131,112,121,46,88,45,d
25382,1491,1171,813,498,176,85,205,77,65,116,65,96,74,37,30,29,31,38,25260,1022,612,390,288,152,117,108,27,35,35,66,98,61,81,42,64,48,11,l
27249,2575,1542,827,1220,370,296,21,117,36,103,72,75,43,23,13,6,34,12,26151,258,987,833,24,290,189,256,145,29,26,58,47,57,104,34,42,49,40,r
25246,1230,850,575,291,165,136,73,28,43,35,36,21,13,52,24,31,13,8,25245,1368,823,530,353,214,93,105,23,54,31,32,61,52,98,55,25,26,6,d
26720,1341,852,527,378,278,143,158,86,42,40,26,51,25,34,31,50,33,23,26810,1424,930,522,478,278,204,163,72,81,31,35,64,90,101,40,58,18,45,r
25372,270,224,139,55,59,12,76,92,51,26,29,61,63,29,21,30,15,14,25878,1925,1407,306,398,510,448,247,64,78,88,97,86,37,109,106,50,25,35,u
25339,180,185,28,83,95,17,46,68,58,94,27,36,61,25,23,29,14,15,25941,1884,846,685,736,402,94,147,133,66,41,35,61,69,73,100,52,20,27,u
25271,1098,812,555,356,232,157,64,47,40,35,30,42,32,27,21,28,20,13,25445,1489,966,603,493,302,183,70,97,31,81,27,28,47,118,29,26,16,25,d
26627,1265,816,530,367,311,134,191,83,49,66,54,63,36,34,45,62,18,17,26642,1152,886,534,466,355,182,178,96,60,75,30,82,59,106,75,57,39,26,u
25205,1342,862,371,358,243,175,161,50,76,112,30,50,19,37,11,17,9,30,25224,1231,909,505,381,240,166,121,35,38,20,46,49,92,96,77,55,23,5,d
26441,2407,918,1201,462,273,369,208,72,128,30,48,94,45,31,49,43,29,17,26507,2287,1154,764,372,541,79,122,126,90,112,24,52,72,104,53,40,15,12,r
25087,1287,817,518,308,287,172,92,80,148,10,43,114,33,39,16,44,19,13,25153,1452,819,536,408,273,187,56,88,65,58,38,58,72,92,40,52,24,25,d
26512,1106,758,769,643,377,287,258,250,223,207,146,210,137,125,114,124,97,121,26533,1028,829,828,581,350,429,268,283,237,220,156,180,115,175,41,98,129,112,u
25249,1269,782,649,367,226,195,72,117,61,69,51,62,29,42,12,10,20,17,25199,1083,1017,488,417,322,172,176,120,83,35,61,5,68,131,67,30,29,64,d
26798,1508,1024,463,541,277,213,98,115,62,100,131,66,70,82,16,68,50,97,26590,995,974,663,541,266,120,141,149,140,85,39,45,77,122,99,74,65,33,l
25411,276,277,35,213,150,111,44,59,132,74,37,45,32,78,66,33,13,43,25624,1609,1303,1206,625,604,283,307,122,116,138,50,88,83,134,94,40,59,91,u
26285,2229,1079,684,665,306,121,155,161,34,26,90,109,47,55,43,56,40,34,26551,3176,1049,1403,818,264,413,182,90,130,65,107,174,122,79,22,31,45,36,r
26203,2744,1368,358,552,279,70,102,100,69,66,46,73,55,21,42,24,34,9,25480,962,530,344,338,124,35,63,14,32,27,32,82,136,101,72,30,31,22,l
25741,850,428,75,476,165,275,222,94,74,126,115,36,31,42,37,35,27,11,25433,1578,1349,897,853,214,227,164,97,138,94,57,106,150,109,16,17,9,60,d
25293,76,58,17,49,61,17,52,52,87,30,33,47,27,17,17,14,17,10,26543,3512,1298,1403,799,258,329,134,86,159,54,72,72,109,112,34,10,45,42,u
