25742,374,528,292,283,360,249,166,120,133,75,52,44,60,120,41,23,70,46,25797,789,854,647,553,332,359,261,152,159,213,89,223,301,321,165,132,76,151,u
26597,2934,1336,493,510,488,151,51,125,62,79,44,59,42,71,47,11,27,14,25768,579,443,336,409,180,139,76,88,127,106,95,179,301,314,152,30,53,43,l
25871,1932,1425,360,180,297,308,282,222,154,147,142,120,124,130,103,87,66,40,26171,365,237,172,194,271,297,266,164,144,165,85,214,307,308,195,71,93,63,l
26017,382,309,342,105,84,197,92,132,37,19,62,29,66,64,26,26,42,42,26610,1126,761,598,368,206,157,145,194,132,62,132,143,215,312,198,151,54,66,u
25717,451,393,17,72,73,96,12,59,50,18,27,29,60,22,41,5,11,26,26015,1281,1249,377,249,366,243,99,51,99,44,49,133,255,295,219,56,64,59,d
26190,1503,1205,237,110,299,314,157,114,203,22,80,47,45,70,14,32,20,32,25929,708,544,269,440,269,94,135,92,56,118,54,152,260,298,173,64,53,76,l
25636,484,591,467,328,298,280,254,194,118,146,159,133,121,94,152,109,100,95,25515,502,460,387,370,340,293,256,199,205,178,121,259,329,288,138,21,87,49,d
26233,1451,1399,947,552,212,34,85,111,33,50,29,34,30,38,46,36,21,2,25964,1243,1189,722,302,91,178,209,163,118,34,45,163,244,308,138,69,22,59,r
25661,215,280,171,129,79,69,61,90,52,97,19,20,17,52,12,23,26,33,26020,1555,1393,470,194,260,267,144,86,107,93,69,208,232,255,192,52,40,34,u
25746,279,198,131,31,101,49,66,63,65,26,19,25,54,74,12,39,16,15,26381,1297,1003,422,435,503,141,274,149,80,18,95,250,232,243,215,36,57,93,u
25836,36,233,133,161,45,57,103,16,55,50,36,33,14,47,25,49,16,6,25244,1372,917,943,475,440,222,102,143,116,9,102,175,204,314,206,83,49,78,u
25800,68,192,185,92,46,26,41,29,6,24,32,8,53,53,25,18,19,19,26443,829,1099,1008,554,523,137,276,132,83,36,91,178,286,373,156,125,56,72,u
25597,255,248,91,73,102,53,123,142,118,95,45,66,54,49,36,18,21,31,26118,865,1168,685,745,452,287,266,92,46,184,101,161,231,340,273,73,54,116,u
25638,184,245,88,31,125,64,83,106,179,160,62,59,73,46,15,31,23,3,25892,1241,958,839,808,489,384,331,226,154,180,165,83,373,357,237,106,110,129,u
25756,174,90,105,132,93,60,48,32,68,96,26,16,53,41,24,19,26,27,25471,499,479,374,344,224,134,114,125,26,97,87,265,353,367,252,65,43,76,d
25641,210,153,31,56,151,100,51,27,29,59,64,32,42,44,27,3,30,27,25843,942,697,462,286,397,307,97,172,81,47,88,188,338,418,224,114,50,94,u
26390,683,562,446,53,346,216,170,98,81,157,83,66,131,93,50,28,29,29,25741,1679,602,782,476,544,223,208,136,109,134,116,260,311,397,161,111,52,46,d
25723,292,287,207,58,59,150,82,32,42,27,36,40,58,30,38,75,26,12,25873,659,576,238,518,357,116,148,101,43,135,105,265,390,346,199,110,52,58,u
25778,238,354,17,96,137,87,87,71,11,83,45,42,86,75,28,44,24,33,27002,1554,1667,714,979,296,223,304,102,102,105,106,205,329,325,164,104,24,73,u
25621,194,124,88,199,109,57,110,53,45,26,47,44,65,50,55,59,41,41,26748,1553,1543,991,660,552,208,52,145,94,103,120,234,167,341,453,48,147,140,u
27119,1744,1429,448,107,290,178,19,93,144,79,118,118,81,93,64,102,73,50,25651,1612,1614,590,497,359,304,88,113,204,168,90,309,354,404,256,51,130,140,u
26557,3058,1215,591,378,153,147,206,58,47,89,39,14,73,51,15,19,40,24,26024,1895,1364,249,242,157,248,250,71,160,71,58,227,390,332,183,76,75,58,l
25628,167,112,156,112,132,117,117,66,77,81,40,20,61,87,40,77,64,50,25698,769,580,351,169,305,174,20,167,52,174,88,197,420,374,212,86,35,89,d
26181,2305,1027,467,588,297,335,203,125,29,90,74,55,43,95,55,10,46,39,25998,2638,1277,693,602,377,271,235,214,136,128,87,284,373,384,242,81,52,68,r
26415,2444,974,635,722,322,251,190,108,80,73,22,44,90,51,37,8,44,20,26325,2800,1118,1063,982,288,216,224,152,137,78,109,208,313,411,283,140,70,126,d
26435,2398,1546,267,408,326,136,105,139,91,71,43,85,72,41,20,62,43,37,26443,2650,1560,203,620,544,147,94,118,142,125,73,253,346,388,265,123,45,89,r
25760,381,217,168,46,190,99,124,112,16,30,43,28,61,33,16,19,22,14,25889,603,551,183,372,430,44,236,182,151,97,93,288,286,379,260,90,39,79,u
26241,1618,1500,726,259,107,168,190,75,46,24,17,40,44,61,14,13,34,26,26002,853,456,393,105,122,210,193,99,132,76,78,212,314,403,242,135,44,91,l
26155,2047,1711,569,192,167,199,105,32,67,27,24,42,25,43,20,2,12,10,25654,380,513,334,368,235,153,106,35,109,44,78,228,352,382,250,103,68,81,l
25586,1300,933,612,545,336,209,147,127,55,158,109,55,31,98,101,77,60,62,25906,329,201,55,14,41,107,57,64,71,92,66,228,330,379,242,131,55,92,l
25913,1290,1405,699,470,296,68,46,84,70,48,74,49,33,69,36,97,50,36,25732,80,594,309,80,240,17,9,112,174,133,115,273,323,352,239,103,42,94,l
25738,382,514,391,522,214,265,94,46,45,28,38,32,53,83,57,11,21,14,26490,3159,1648,229,359,311,235,133,81,7,134,53,230,340,380,226,99,54,58,u
26443,370,283,160,117,90,53,104,75,113,66,53,36,93,85,28,22,41,14,26584,1090,868,690,314,640,523,556,347,262,173,111,295,237,207,261,164,46,118,u
25503,609,327,85,104,34,42,41,73,43,31,54,81,79,77,22,25,29,19,25998,1352,1211,317,266,610,672,522,332,92,177,245,188,196,236,243,212,77,140,u
25826,711,708,740,422,183,128,87,57,53,56,73,25,68,112,50,40,52,41,26075,2392,1954,1150,578,181,60,139,94,32,66,35,182,269,332,287,81,45,123,u
25900,231,406,240,338,241,38,93,128,93,123,53,37,81,54,99,51,34,76,27031,1417,619,655,405,331,224,192,157,225,162,100,227,404,414,246,68,68,98,d
26015,596,576,302,317,141,10,87,69,12,46,34,42,42,32,58,22,38,40,25613,1059,1186,654,690,315,187,226,114,79,135,44,281,347,400,260,102,55,97,u
